annee,departement,age_min,age_max,population
2020,16,0,4,14972
2020,16,5,9,17700
2020,16,10,14,20059
2020,16,15,19,19363
2020,16,20,24,17105
2020,16,25,29,16030
2020,16,30,34,17619
2020,16,35,39,18917
2020,16,40,44,20278
2020,16,45,49,20948
2020,16,50,54,23627
2020,16,55,59,25039
2020,16,60,64,25320
2020,16,65,69,25149
2020,16,70,74,23925
2020,16,75,79,17598
2020,16,80,84,11695
2020,16,85,89,9433
2020,16,90,94,4767
2020,16,95,120,1492
2020,17,0,4,25813
2020,17,5,9,31223
2020,17,10,14,36723
2020,17,15,19,36375
2020,17,20,24,31524
2020,17,25,29,26544
2020,17,30,34,30500
2020,17,35,39,34679
2020,17,40,44,38286
2020,17,45,49,39248
2020,17,50,54,45305
2020,17,55,59,45552
2020,17,60,64,47533
2020,17,65,69,51259
2020,17,70,74,51738
2020,17,75,79,39145
2020,17,80,84,24005
2020,17,85,89,18048
2020,17,90,94,9528
2020,17,95,120,2876
2020,18,0,4,13247
2020,18,5,9,14979
2020,18,10,14,16975
2020,18,15,19,16456
2020,18,20,24,13943
2020,18,25,29,13106
2020,18,30,34,15192
2020,18,35,39,16138
2020,18,40,44,16392
2020,18,45,49,16807
2020,18,50,54,20370
2020,18,55,59,20452
2020,18,60,64,21396
2020,18,65,69,21303
2020,18,70,74,20916
2020,18,75,79,15650
2020,18,80,84,10186
2020,18,85,89,8005
2020,18,90,94,4329
2020,18,95,120,1432
2020,19,0,4,9640
2020,19,5,9,11041
2020,19,10,14,12607
2020,19,15,19,12679
2020,19,20,24,11652
2020,19,25,29,9765
2020,19,30,34,11011
2020,19,35,39,12215
2020,19,40,44,13342
2020,19,45,49,14179
2020,19,50,54,16070
2020,19,55,59,16558
2020,19,60,64,17297
2020,19,65,69,17647
2020,19,70,74,17322
2020,19,75,79,13065
2020,19,80,84,8725
2020,19,85,89,7097
2020,19,90,94,3846
2020,19,95,120,1319
2020,2A,0,4,7830
2020,2A,5,9,8851
2020,2A,10,14,9317
2020,2A,15,19,7397
2020,2A,20,24,6565
2020,2A,25,29,6981
2020,2A,30,34,9368
2020,2A,35,39,10350
2020,2A,40,44,11481
2020,2A,45,49,10684
2020,2A,50,54,11899
2020,2A,55,59,11151
2020,2A,60,64,10619
2020,2A,65,69,10508
2020,2A,70,74,10455
2020,2A,75,79,7929
2020,2A,80,84,6439
2020,2A,85,89,3776
2020,2A,90,94,1858
2020,2A,95,120,497
2020,2B,0,4,7556
2020,2B,5,9,9125
2020,2B,10,14,10300
2020,2B,15,19,9196
2020,2B,20,24,9524
2020,2B,25,29,10812
2020,2B,30,34,11160
2020,2B,35,39,11431
2020,2B,40,44,11920
2020,2B,45,49,11998
2020,2B,50,54,13219
2020,2B,55,59,12826
2020,2B,60,64,12311
2020,2B,65,69,12041
2020,2B,70,74,11854
2020,2B,75,79,9001
2020,2B,80,84,6596
2020,2B,85,89,3934
2020,2B,90,94,1965
2020,2B,95,120,531
2020,21,0,4,24835
2020,21,5,9,28240
2020,21,10,14,30465
2020,21,15,19,35053
2020,21,20,24,36512
2020,21,25,29,31765
2020,21,30,34,30947
2020,21,35,39,31533
2020,21,40,44,31881
2020,21,45,49,31909
2020,21,50,54,35241
2020,21,55,59,34118
2020,21,60,64,33513
2020,21,65,69,32016
2020,21,70,74,30800
2020,21,75,79,22749
2020,21,80,84,14974
2020,21,85,89,11238
2020,21,90,94,6115
2020,21,95,120,2262
2020,22,0,4,26867
2020,22,5,9,31896
2020,22,10,14,37336
2020,22,15,19,35921
2020,22,20,24,28055
2020,22,25,29,24442
2020,22,30,34,28247
2020,22,35,39,31572
2020,22,40,44,34734
2020,22,45,49,36629
2020,22,50,54,41392
2020,22,55,59,41286
2020,22,60,64,42903
2020,22,65,69,43722
2020,22,70,74,43440
2020,22,75,79,31733
2020,22,80,84,20356
2020,22,85,89,16381
2020,22,90,94,8432
2020,22,95,120,2490
2020,23,0,4,3960
2020,23,5,9,4812
2020,23,10,14,5703
2020,23,15,19,5719
2020,23,20,24,4510
2020,23,25,29,4203
2020,23,30,34,4829
2020,23,35,39,5253
2020,23,40,44,5978
2020,23,45,49,6408
2020,23,50,54,7814
2020,23,55,59,8521
2020,23,60,64,9360
2020,23,65,69,9516
2020,23,70,74,9247
2020,23,75,79,6671
2020,23,80,84,4298
2020,23,85,89,3673
2020,23,90,94,2019
2020,23,95,120,612
2020,24,0,4,15362
2020,24,5,9,18720
2020,24,10,14,21316
2020,24,15,19,20532
2020,24,20,24,16886
2020,24,25,29,15564
2020,24,30,34,18675
2020,24,35,39,20300
2020,24,40,44,22400
2020,24,45,49,23669
2020,24,50,54,28108
2020,24,55,59,30565
2020,24,60,64,32488
2020,24,65,69,33293
2020,24,70,74,32614
2020,24,75,79,24318
2020,24,80,84,15560
2020,24,85,89,12143
2020,24,90,94,6691
2020,24,95,120,2178
2020,25,0,4,27988
2020,25,5,9,33365
2020,25,10,14,35859
2020,25,15,19,36326
2020,25,20,24,34021
2020,25,25,29,31924
2020,25,30,34,32410
2020,25,35,39,34104
2020,25,40,44,34954
2020,25,45,49,33063
2020,25,50,54,35469
2020,25,55,59,34687
2020,25,60,64,32137
2020,25,65,69,30072
2020,25,70,74,28769
2020,25,75,79,22034
2020,25,80,84,14668
2020,25,85,89,10894
2020,25,90,94,5678
2020,25,95,120,1690
2020,26,0,4,25903
2020,26,5,9,30352
2020,26,10,14,33805
2020,26,15,19,31794
2020,26,20,24,26064
2020,26,25,29,24170
2020,26,30,34,28910
2020,26,35,39,31688
2020,26,40,44,32346
2020,26,45,49,31387
2020,26,50,54,35396
2020,26,55,59,35169
2020,26,60,64,33618
2020,26,65,69,32307
2020,26,70,74,30802
2020,26,75,79,24327
2020,26,80,84,16172
2020,26,85,89,11278
2020,26,90,94,5851
2020,26,95,120,1846
2020,27,0,4,31524
2020,27,5,9,37991
2020,27,10,14,41970
2020,27,15,19,37259
2020,27,20,24,29525
2020,27,25,29,27126
2020,27,30,34,32904
2020,27,35,39,37422
2020,27,40,44,38473
2020,27,45,49,38159
2020,27,50,54,41477
2020,27,55,59,39874
2020,27,60,64,38446
2020,27,65,69,36092
2020,27,70,74,33684
2020,27,75,79,23278
2020,27,80,84,14182
2020,27,85,89,10776
2020,27,90,94,5101
2020,27,95,120,1447
2020,28,0,4,22622
2020,28,5,9,27063
2020,28,10,14,29735
2020,28,15,19,26605
2020,28,20,24,21081
2020,28,25,29,19472
2020,28,30,34,23071
2020,28,35,39,25632
2020,28,40,44,27494
2020,28,45,49,27432
2020,28,50,54,29514
2020,28,55,59,29069
2020,28,60,64,26909
2020,28,65,69,25588
2020,28,70,74,24835
2020,28,75,79,17263
2020,28,80,84,11195
2020,28,85,89,8540
2020,28,90,94,4507
2020,28,95,120,1367
2020,29,0,4,40545
2020,29,5,9,47547
2020,29,10,14,54534
2020,29,15,19,55718
2020,29,20,24,50580
2020,29,25,29,43514
2020,29,30,34,46943
2020,29,35,39,51865
2020,29,40,44,55197
2020,29,45,49,56909
2020,29,50,54,63026
2020,29,55,59,62488
2020,29,60,64,64565
2020,29,65,69,63631
2020,29,70,74,59607
2020,29,75,79,42967
2020,29,80,84,28299
2020,29,85,89,22836
2020,29,90,94,11707
2020,29,95,120,3587
2020,30,0,4,35574
2020,30,5,9,41944
2020,30,10,14,45881
2020,30,15,19,44803
2020,30,20,24,39527
2020,30,25,29,33991
2020,30,30,34,37922
2020,30,35,39,42342
2020,30,40,44,45863
2020,30,45,49,44825
2020,30,50,54,51848
2020,30,55,59,53283
2020,30,60,64,51609
2020,30,65,69,50468
2020,30,70,74,48788
2020,30,75,79,36934
2020,30,80,84,23387
2020,30,85,89,16466
2020,30,90,94,8690
2020,30,95,120,3290
2020,31,0,4,77590
2020,31,5,9,85020
2020,31,10,14,88179
2020,31,15,19,95146
2020,31,20,24,104076
2020,31,25,29,104036
2020,31,30,34,102620
2020,31,35,39,99738
2020,31,40,44,100399
2020,31,45,49,92332
2020,31,50,54,93471
2020,31,55,59,90616
2020,31,60,64,79894
2020,31,65,69,69235
2020,31,70,74,64164
2020,31,75,79,49731
2020,31,80,84,31944
2020,31,85,89,24970
2020,31,90,94,13039
2020,31,95,120,4167
2020,32,0,4,7612
2020,32,5,9,9161
2020,32,10,14,10855
2020,32,15,19,10310
2020,32,20,24,8021
2020,32,25,29,6930
2020,32,30,34,8355
2020,32,35,39,9712
2020,32,40,44,10590
2020,32,45,49,11467
2020,32,50,54,14029
2020,32,55,59,14424
2020,32,60,64,14929
2020,32,65,69,14263
2020,32,70,74,13955
2020,32,75,79,10720
2020,32,80,84,7443
2020,32,85,89,5873
2020,32,90,94,3298
2020,32,95,120,873
2020,33,0,4,83436
2020,33,5,9,93819
2020,33,10,14,100638
2020,33,15,19,105720
2020,33,20,24,108185
2020,33,25,29,102131
2020,33,30,34,107106
2020,33,35,39,108702
2020,33,40,44,113462
2020,33,45,49,109606
2020,33,50,54,113634
2020,33,55,59,105173
2020,33,60,64,96730
2020,33,65,69,91226
2020,33,70,74,89393
2020,33,75,79,67284
2020,33,80,84,40833
2020,33,85,89,31640
2020,33,90,94,16918
2020,33,95,120,5801
2020,34,0,4,60609
2020,34,5,9,67310
2020,34,10,14,73413
2020,34,15,19,77872
2020,34,20,24,78204
2020,34,25,29,72014
2020,34,30,34,72880
2020,34,35,39,73814
2020,34,40,44,76329
2020,34,45,49,73080
2020,34,50,54,79229
2020,34,55,59,77026
2020,34,60,64,73399
2020,34,65,69,70884
2020,34,70,74,71957
2020,34,75,79,57024
2020,34,80,84,35979
2020,34,85,89,24788
2020,34,90,94,13009
2020,34,95,120,3985
2020,35,0,4,57999
2020,35,5,9,66368
2020,35,10,14,73459
2020,35,15,19,77193
2020,35,20,24,75075
2020,35,25,29,67724
2020,35,30,34,68097
2020,35,35,39,69215
2020,35,40,44,73322
2020,35,45,49,71190
2020,35,50,54,73376
2020,35,55,59,68881
2020,35,60,64,62855
2020,35,65,69,56025
2020,35,70,74,54346
2020,35,75,79,40149
2020,35,80,84,26675
2020,35,85,89,21537
2020,35,90,94,11415
2020,35,95,120,3699
2020,36,0,4,8740
2020,36,5,9,10249
2020,36,10,14,11484
2020,36,15,19,11322
2020,36,20,24,9703
2020,36,25,29,8869
2020,36,30,34,9892
2020,36,35,39,10590
2020,36,40,44,11036
2020,36,45,49,12465
2020,36,50,54,14907
2020,36,55,59,15755
2020,36,60,64,15835
2020,36,65,69,16116
2020,36,70,74,16008
2020,36,75,79,12377
2020,36,80,84,8291
2020,36,85,89,6674
2020,36,90,94,3524
2020,36,95,120,1077
2020,37,0,4,29845
2020,37,5,9,33895
2020,37,10,14,37197
2020,37,15,19,39723
2020,37,20,24,37248
2020,37,25,29,34227
2020,37,30,34,34718
2020,37,35,39,36307
2020,37,40,44,37287
2020,37,45,49,37185
2020,37,50,54,41058
2020,37,55,59,40197
2020,37,60,64,37739
2020,37,65,69,36791
2020,37,70,74,36469
2020,37,75,79,26680
2020,37,80,84,17465
2020,37,85,89,14214
2020,37,90,94,7184
2020,37,95,120,2587
2020,38,0,4,68358
2020,38,5,9,80382
2020,38,10,14,86576
2020,38,15,19,86178
2020,38,20,24,79560
2020,38,25,29,70020
2020,38,30,34,75615
2020,38,35,39,80566
2020,38,40,44,83820
2020,38,45,49,82010
2020,38,50,54,87236
2020,38,55,59,84433
2020,38,60,64,76484
2020,38,65,69,68862
2020,38,70,74,63493
2020,38,75,79,49596
2020,38,80,84,32809
2020,38,85,89,22800
2020,38,90,94,11789
2020,38,95,120,3889
2020,39,0,4,11467
2020,39,5,9,13954
2020,39,10,14,15592
2020,39,15,19,14597
2020,39,20,24,12491
2020,39,25,29,11538
2020,39,30,34,13003
2020,39,35,39,14201
2020,39,40,44,15543
2020,39,45,49,15505
2020,39,50,54,17899
2020,39,55,59,18373
2020,39,60,64,17534
2020,39,65,69,16938
2020,39,70,74,16542
2020,39,75,79,12580
2020,39,80,84,8443
2020,39,85,89,6148
2020,39,90,94,3387
2020,39,95,120,1079
2020,40,0,4,18109
2020,40,5,9,21460
2020,40,10,14,25028
2020,40,15,19,22583
2020,40,20,24,18628
2020,40,25,29,16758
2020,40,30,34,20508
2020,40,35,39,23803
2020,40,40,44,26663
2020,40,45,49,27567
2020,40,50,54,30301
2020,40,55,59,30935
2020,40,60,64,30517
2020,40,65,69,30673
2020,40,70,74,30505
2020,40,75,79,22229
2020,40,80,84,14099
2020,40,85,89,10953
2020,40,90,94,5543
2020,40,95,120,1807
2020,41,0,4,14941
2020,41,5,9,17924
2020,41,10,14,20154
2020,41,15,19,19020
2020,41,20,24,14611
2020,41,25,29,13684
2020,41,30,34,16346
2020,41,35,39,17575
2020,41,40,44,18762
2020,41,45,49,19808
2020,41,50,54,22366
2020,41,55,59,22915
2020,41,60,64,22657
2020,41,65,69,22045
2020,41,70,74,21941
2020,41,75,79,16241
2020,41,80,84,10627
2020,41,85,89,8845
2020,41,90,94,4640
2020,41,95,120,1363
2020,42,0,4,39841
2020,42,5,9,46022
2020,42,10,14,49787
2020,42,15,19,48844
2020,42,20,24,45931
2020,42,25,29,39242
2020,42,30,34,40701
2020,42,35,39,44047
2020,42,40,44,46303
2020,42,45,49,45627
2020,42,50,54,49814
2020,42,55,59,48984
2020,42,60,64,46658
2020,42,65,69,45646
2020,42,70,74,44816
2020,42,75,79,35346
2020,42,80,84,22956
2020,42,85,89,18605
2020,42,90,94,9678
2020,42,95,120,3494
2020,43,0,4,10048
2020,43,5,9,12113
2020,43,10,14,13552
2020,43,15,19,13222
2020,43,20,24,10811
2020,43,25,29,9545
2020,43,30,34,11054
2020,43,35,39,12057
2020,43,40,44,13079
2020,43,45,49,14198
2020,43,50,54,16009
2020,43,55,59,16265
2020,43,60,64,16070
2020,43,65,69,16020
2020,43,70,74,15107
2020,43,75,79,11005
2020,43,80,84,7237
2020,43,85,89,5565
2020,43,90,94,3002
2020,43,95,120,919
2020,44,0,4,80661
2020,44,5,9,90324
2020,44,10,14,98134
2020,44,15,19,96989
2020,44,20,24,92877
2020,44,25,29,86211
2020,44,30,34,94001
2020,44,35,39,97400
2020,44,40,44,100574
2020,44,45,49,95558
2020,44,50,54,98230
2020,44,55,59,90365
2020,44,60,64,85056
2020,44,65,69,79104
2020,44,70,74,76686
2020,44,75,79,54670
2020,44,80,84,34784
2020,44,85,89,27180
2020,44,90,94,13838
2020,44,95,120,4671
2020,45,0,4,37439
2020,45,5,9,41888
2020,45,10,14,46152
2020,45,15,19,44551
2020,45,20,24,38602
2020,45,25,29,35677
2020,45,30,34,39468
2020,45,35,39,41687
2020,45,40,44,42460
2020,45,45,49,42230
2020,45,50,54,45482
2020,45,55,59,43391
2020,45,60,64,41014
2020,45,65,69,39062
2020,45,70,74,37986
2020,45,75,79,27973
2020,45,80,84,17922
2020,45,85,89,13853
2020,45,90,94,7522
2020,45,95,120,2256
2020,46,0,4,6777
2020,46,5,9,7830
2020,46,10,14,9145
2020,46,15,19,8539
2020,46,20,24,6555
2020,46,25,29,6336
2020,46,30,34,8039
2020,46,35,39,8505
2020,46,40,44,9319
2020,46,45,49,10133
2020,46,50,54,11707
2020,46,55,59,13054
2020,46,60,64,14097
2020,46,65,69,14576
2020,46,70,74,14255
2020,46,75,79,10678
2020,46,80,84,6910
2020,46,85,89,5299
2020,46,90,94,2742
2020,46,95,120,812
2020,47,0,4,14454
2020,47,5,9,16960
2020,47,10,14,19265
2020,47,15,19,18243
2020,47,20,24,15329
2020,47,25,29,13904
2020,47,30,34,15557
2020,47,35,39,17467
2020,47,40,44,18566
2020,47,45,49,18856
2020,47,50,54,21797
2020,47,55,59,23261
2020,47,60,64,23422
2020,47,65,69,22829
2020,47,70,74,22816
2020,47,75,79,17689
2020,47,80,84,12096
2020,47,85,89,9293
2020,47,90,94,4994
2020,47,95,120,1511
2020,48,0,4,3165
2020,48,5,9,3919
2020,48,10,14,4368
2020,48,15,19,4381
2020,48,20,24,3495
2020,48,25,29,3476
2020,48,30,34,3636
2020,48,35,39,4182
2020,48,40,44,4434
2020,48,45,49,4526
2020,48,50,54,5560
2020,48,55,59,5523
2020,48,60,64,5596
2020,48,65,69,5435
2020,48,70,74,5465
2020,48,75,79,3782
2020,48,80,84,2433
2020,48,85,89,1961
2020,48,90,94,999
2020,48,95,120,312
2020,49,0,4,40863
2020,49,5,9,48813
2020,49,10,14,55091
2020,49,15,19,59109
2020,49,20,24,52378
2020,49,25,29,44199
2020,49,30,34,44748
2020,49,35,39,47913
2020,49,40,44,51630
2020,49,45,49,50230
2020,49,50,54,52782
2020,49,55,59,51340
2020,49,60,64,50178
2020,49,65,69,47446
2020,49,70,74,45438
2020,49,75,79,32542
2020,49,80,84,22241
2020,49,85,89,18123
2020,49,90,94,9964
2020,49,95,120,3241
2020,50,0,4,22122
2020,50,5,9,26001
2020,50,10,14,29477
2020,50,15,19,27256
2020,50,20,24,22572
2020,50,25,29,22042
2020,50,30,34,25495
2020,50,35,39,27369
2020,50,40,44,28366
2020,50,45,49,28542
2020,50,50,54,32530
2020,50,55,59,35064
2020,50,60,64,36187
2020,50,65,69,34696
2020,50,70,74,33520
2020,50,75,79,24046
2020,50,80,84,15645
2020,50,85,89,13174
2020,50,90,94,6692
2020,50,95,120,1846
2020,51,0,4,28911
2020,51,5,9,32512
2020,51,10,14,35178
2020,51,15,19,36909
2020,51,20,24,36995
2020,51,25,29,33048
2020,51,30,34,33327
2020,51,35,39,34248
2020,51,40,44,34189
2020,51,45,49,33836
2020,51,50,54,37198
2020,51,55,59,35799
2020,51,60,64,34335
2020,51,65,69,32064
2020,51,70,74,31991
2020,51,75,79,22332
2020,51,80,84,13955
2020,51,85,89,10453
2020,51,90,94,5171
2020,51,95,120,1657
2020,52,0,4,7021
2020,52,5,9,8575
2020,52,10,14,9390
2020,52,15,19,9020
2020,52,20,24,8313
2020,52,25,29,7852
2020,52,30,34,9191
2020,52,35,39,8909
2020,52,40,44,9301
2020,52,45,49,9550
2020,52,50,54,11105
2020,52,55,59,12028
2020,52,60,64,12297
2020,52,65,69,12069
2020,52,70,74,11628
2020,52,75,79,8381
2020,52,80,84,5635
2020,52,85,89,4270
2020,52,90,94,2280
2020,52,95,120,729
2020,53,0,4,15456
2020,53,5,9,18029
2020,53,10,14,20563
2020,53,15,19,19631
2020,53,20,24,16326
2020,53,25,29,14269
2020,53,30,34,15516
2020,53,35,39,16781
2020,53,40,44,18465
2020,53,45,49,18748
2020,53,50,54,20655
2020,53,55,59,20282
2020,53,60,64,19705
2020,53,65,69,18429
2020,53,70,74,17953
2020,53,75,79,12818
2020,53,80,84,8770
2020,53,85,89,7663
2020,53,90,94,4010
2020,53,95,120,1383
2020,54,0,4,33730
2020,54,5,9,40250
2020,54,10,14,43788
2020,54,15,19,48655
2020,54,20,24,51045
2020,54,25,29,43954
2020,54,30,34,44214
2020,54,35,39,45040
2020,54,40,44,45901
2020,54,45,49,43419
2020,54,50,54,46918
2020,54,55,59,45827
2020,54,60,64,45374
2020,54,65,69,42370
2020,54,70,74,38823
2020,54,75,79,27390
2020,54,80,84,18692
2020,54,85,89,14498
2020,54,90,94,7577
2020,54,95,120,2012
2020,55,0,4,7591
2020,55,5,9,9705
2020,55,10,14,10818
2020,55,15,19,10202
2020,55,20,24,8911
2020,55,25,29,7939
2020,55,30,34,9492
2020,55,35,39,10282
2020,55,40,44,10400
2020,55,45,49,10818
2020,55,50,54,11843
2020,55,55,59,12502
2020,55,60,64,12702
2020,55,65,69,12853
2020,55,70,74,11860
2020,55,75,79,7992
2020,55,80,84,5110
2020,55,85,89,4149
2020,55,90,94,2182
2020,55,95,120,659
2020,56,0,4,34036
2020,56,5,9,41138
2020,56,10,14,46843
2020,56,15,19,44934
2020,56,20,24,36948
2020,56,25,29,32147
2020,56,30,34,36491
2020,56,35,39,42497
2020,56,40,44,46390
2020,56,45,49,47500
2020,56,50,54,53062
2020,56,55,59,53175
2020,56,60,64,56575
2020,56,65,69,55472
2020,56,70,74,54247
2020,56,75,79,39474
2020,56,80,84,24840
2020,56,85,89,19740
2020,56,90,94,9309
2020,56,95,120,2565
2020,57,0,4,49641
2020,57,5,9,58814
2020,57,10,14,61784
2020,57,15,19,60328
2020,57,20,24,56911
2020,57,25,29,56236
2020,57,30,34,63792
2020,57,35,39,68070
2020,57,40,44,68255
2020,57,45,49,64018
2020,57,50,54,70682
2020,57,55,59,74511
2020,57,60,64,72608
2020,57,65,69,66714
2020,57,70,74,58110
2020,57,75,79,37451
2020,57,80,84,29406
2020,57,85,89,20952
2020,57,90,94,10415
2020,57,95,120,2758
2020,58,0,4,7627
2020,58,5,9,9068
2020,58,10,14,10244
2020,58,15,19,10485
2020,58,20,24,8728
2020,58,25,29,7726
2020,58,30,34,8665
2020,58,35,39,9495
2020,58,40,44,10464
2020,58,45,49,11260
2020,58,50,54,12688
2020,58,55,59,14136
2020,58,60,64,15043
2020,58,65,69,16036
2020,58,70,74,15910
2020,58,75,79,11620
2020,58,80,84,7988
2020,58,85,89,6304
2020,58,90,94,3258
2020,58,95,120,1112
2020,59,0,4,142524
2020,59,5,9,164517
2020,59,10,14,175603
2020,59,15,19,180529
2020,59,20,24,177455
2020,59,25,29,158730
2020,59,30,34,161529
2020,59,35,39,166187
2020,59,40,44,167405
2020,59,45,49,160387
2020,59,50,54,164181
2020,59,55,59,157435
2020,59,60,64,149083
2020,59,65,69,138395
2020,59,70,74,128168
2020,59,75,79,90173
2020,59,80,84,53548
2020,59,85,89,42045
2020,59,90,94,21929
2020,59,95,120,6823
2020,60,0,4,46864
2020,60,5,9,55304
2020,60,10,14,58758
2020,60,15,19,54548
2020,60,20,24,47002
2020,60,25,29,42701
2020,60,30,34,50180
2020,60,35,39,53544
2020,60,40,44,54991
2020,60,45,49,54597
2020,60,50,54,57112
2020,60,55,59,54968
2020,60,60,64,49983
2020,60,65,69,44924
2020,60,70,74,41577
2020,60,75,79,28382
2020,60,80,84,17001
2020,60,85,89,12639
2020,60,90,94,6405
2020,60,95,120,1779
2020,61,0,4,11771
2020,61,5,9,14206
2020,61,10,14,16246
2020,61,15,19,15642
2020,61,20,24,13330
2020,61,25,29,11881
2020,61,30,34,12489
2020,61,35,39,13748
2020,61,40,44,15137
2020,61,45,49,15540
2020,61,50,54,18298
2020,61,55,59,19060
2020,61,60,64,19558
2020,61,65,69,19688
2020,61,70,74,19462
2020,61,75,79,13843
2020,61,80,84,9321
2020,61,85,89,8137
2020,61,90,94,4079
2020,61,95,120,1436
2020,62,0,4,74769
2020,62,5,9,90479
2020,62,10,14,99073
2020,62,15,19,94793
2020,62,20,24,84219
2020,62,25,29,73401
2020,62,30,34,81933
2020,62,35,39,90423
2020,62,40,44,92246
2020,62,45,49,90508
2020,62,50,54,95623
2020,62,55,59,94036
2020,62,60,64,92681
2020,62,65,69,87666
2020,62,70,74,81620
2020,62,75,79,54681
2020,62,80,84,32518
2020,62,85,89,25860
2020,62,90,94,13560
2020,62,95,120,3845
2020,63,0,4,31270
2020,63,5,9,35310
2020,63,10,14,38911
2020,63,15,19,43321
2020,63,20,24,41883
2020,63,25,29,35947
2020,63,30,34,37900
2020,63,35,39,39444
2020,63,40,44,41460
2020,63,45,49,41379
2020,63,50,54,44521
2020,63,55,59,43038
2020,63,60,64,41927
2020,63,65,69,40746
2020,63,70,74,39842
2020,63,75,79,29667
2020,63,80,84,18939
2020,63,85,89,14059
2020,63,90,94,7384
2020,63,95,120,2169
2020,64,0,4,30859
2020,64,5,9,35252
2020,64,10,14,38812
2020,64,15,19,38935
2020,64,20,24,34534
2020,64,25,29,32046
2020,64,30,34,37040
2020,64,35,39,40275
2020,64,40,44,43683
2020,64,45,49,42995
2020,64,50,54,48241
2020,64,55,59,49080
2020,64,60,64,48079
2020,64,65,69,45410
2020,64,70,74,44683
2020,64,75,79,33854
2020,64,80,84,23677
2020,64,85,89,17762
2020,64,90,94,9734
2020,64,95,120,2948
2020,65,0,4,9205
2020,65,5,9,10946
2020,65,10,14,12195
2020,65,15,19,12766
2020,65,20,24,11548
2020,65,25,29,10151
2020,65,30,34,11515
2020,65,35,39,11926
2020,65,40,44,13059
2020,65,45,49,13432
2020,65,50,54,15654
2020,65,55,59,16567
2020,65,60,64,16909
2020,65,65,69,16819
2020,65,70,74,16331
2020,65,75,79,12011
2020,65,80,84,8324
2020,65,85,89,6442
2020,65,90,94,3655
2020,65,95,120,1128
2020,66,0,4,22071
2020,66,5,9,25758
2020,66,10,14,28890
2020,66,15,19,27228
2020,66,20,24,23519
2020,66,25,29,21090
2020,66,30,34,23419
2020,66,35,39,26346
2020,66,40,44,28879
2020,66,45,49,28957
2020,66,50,54,33070
2020,66,55,59,33921
2020,66,60,64,34132
2020,66,65,69,33679
2020,66,70,74,34030
2020,66,75,79,27171
2020,66,80,84,17492
2020,66,85,89,12494
2020,66,90,94,6558
2020,66,95,120,1890
2020,67,0,4,56887
2020,67,5,9,64346
2020,67,10,14,68933
2020,67,15,19,71866
2020,67,20,24,74362
2020,67,25,29,70840
2020,67,30,34,74176
2020,67,35,39,73442
2020,67,40,44,74965
2020,67,45,49,71285
2020,67,50,54,78980
2020,67,55,59,79960
2020,67,60,64,74148
2020,67,65,69,67805
2020,67,70,74,60411
2020,67,75,79,39596
2020,67,80,84,30975
2020,67,85,89,21608
2020,67,90,94,10571
2020,67,95,120,3266
2020,68,0,4,37348
2020,68,5,9,43557
2020,68,10,14,47511
2020,68,15,19,44491
2020,68,20,24,40925
2020,68,25,29,38693
2020,68,30,34,44565
2020,68,35,39,47311
2020,68,40,44,49079
2020,68,45,49,48766
2020,68,50,54,55066
2020,68,55,59,54932
2020,68,60,64,51218
2020,68,65,69,47605
2020,68,70,74,43196
2020,68,75,79,28907
2020,68,80,84,21858
2020,68,85,89,14914
2020,68,90,94,7267
2020,68,95,120,2022
2020,69,0,4,108968
2020,69,5,9,117000
2020,69,10,14,121912
2020,69,15,19,131233
2020,69,20,24,139159
2020,69,25,29,133651
2020,69,30,34,134024
2020,69,35,39,127782
2020,69,40,44,125255
2020,69,45,49,116204
2020,69,50,54,118050
2020,69,55,59,111403
2020,69,60,64,97726
2020,69,65,69,85979
2020,69,70,74,81899
2020,69,75,79,67164
2020,69,80,84,45534
2020,69,85,89,33300
2020,69,90,94,18335
2020,69,95,120,6436
2020,70,0,4,10253
2020,70,5,9,12949
2020,70,10,14,14535
2020,70,15,19,13900
2020,70,20,24,11058
2020,70,25,29,9736
2020,70,30,34,11553
2020,70,35,39,12777
2020,70,40,44,13993
2020,70,45,49,14540
2020,70,50,54,16710
2020,70,55,59,16538
2020,70,60,64,16435
2020,70,65,69,15905
2020,70,70,74,15502
2020,70,75,79,10908
2020,70,80,84,6771
2020,70,85,89,4864
2020,70,90,94,2221
2020,70,95,120,625
2020,71,0,4,23707
2020,71,5,9,28786
2020,71,10,14,32658
2020,71,15,19,30594
2020,71,20,24,25790
2020,71,25,29,22618
2020,71,30,34,26409
2020,71,35,39,29023
2020,71,40,44,31102
2020,71,45,49,32284
2020,71,50,54,37138
2020,71,55,59,38529
2020,71,60,64,38690
2020,71,65,69,38535
2020,71,70,74,38249
2020,71,75,79,29068
2020,71,80,84,19019
2020,71,85,89,14663
2020,71,90,94,8007
2020,71,95,120,2493
2020,72,0,4,28226
2020,72,5,9,33148
2020,72,10,14,36376
2020,72,15,19,36537
2020,72,20,24,31441
2020,72,25,29,27803
2020,72,30,34,29709
2020,72,35,39,30939
2020,72,40,44,33395
2020,72,45,49,34652
2020,72,50,54,37746
2020,72,55,59,37758
2020,72,60,64,36405
2020,72,65,69,35152
2020,72,70,74,33741
2020,72,75,79,24530
2020,72,80,84,16435
2020,72,85,89,13464
2020,72,90,94,7285
2020,72,95,120,2376
2020,73,0,4,22050
2020,73,5,9,25806
